orf	rhod_classification	tara	contig
SAMEA2622478_2884049_7	type_1	MIC	SAMEA2622478_2884049
SAMEA2621203_2499599_14	type_1	MIC	SAMEA2621203_2499599
SAMEA2620979_1030259_5	type_1	MIC	SAMEA2620979_1030259
SAMEA2620035_761221_2	helio	MIC	SAMEA2620035_761221
SAMEA2623116_1836973_1	type_1	MIC	SAMEA2623116_1836973
SAMEA2622316_1897043_10	Unclassified	MIC	SAMEA2622316_1897043
SAMEA2621812_565275_12	type_1	MIC	SAMEA2621812_565275
SAMEA2622766_542323_14	helio	MIC	SAMEA2622766_542323
SAMEA2622843_2400007_4	helio	MIC	SAMEA2622843_2400007
SAMEA2622376_1413333_13	Unclassified	MIC	SAMEA2622376_1413333
SAMEA2621203_102706_14	type_1	MIC	SAMEA2621203_102706
SAMEA2619548_1753952_3	helio	MIC	SAMEA2619548_1753952
SAMEA2619802_16902_1	type_1	MIC	SAMEA2619802_16902
SAMEA2619766_249_6	type_1	MIC	SAMEA2619766_249
SAMEA2621021_2229152_2	helio	MIC	SAMEA2621021_2229152
SAMEA2623919_1141576_4	type_1	MIC	SAMEA2623919_1141576
SAMEA2621221_2577010_4	helio	MIC	SAMEA2621221_2577010
SAMEA2620570_898564_4	type_1	MIC	SAMEA2620570_898564
SAMEA2621037_1513495_8	helio	MIC	SAMEA2621037_1513495
SAMEA2621221_2388300_2	type_1	MIC	SAMEA2621221_2388300
SAMEA2621155_1303268_4	type_1	MIC	SAMEA2621155_1303268
SAMEA2620979_1826476_12	type_1	MIC	SAMEA2620979_1826476
SAMEA2621021_1978021_42	type_1	MIC	SAMEA2621021_1978021
SAMEA2621203_2922243_7	type_1	MIC	SAMEA2621203_2922243
SAMEA2619399_1419048_41	type_1	MIC	SAMEA2619399_1419048
SAMEA2623673_937464_5	type_1	MIC	SAMEA2623673_937464
SAMEA2619667_60_81	helio	MIC	SAMEA2619667_60
SAMEA2619952_1631665_20	type_1	MIC	SAMEA2619952_1631665
SAMEA2620970_1219282_5	type_1	MIC	SAMEA2620970_1219282
SAMEA2623135_2383291_2	type_1	MIC	SAMEA2623135_2383291
SAMEA2623135_747693_29	helio	MIC	SAMEA2623135_747693
SAMEA2623756_1620053_1	type_1	MIC	SAMEA2623756_1620053
SAMEA2620980_769391_30	helio	MIC	SAMEA2620980_769391
SAMEA2622173_1729339_28	type_1	MIC	SAMEA2622173_1729339
SAMEA2619531_996360_3	type_1	MIC	SAMEA2619531_996360
SAMEA2623488_806804_6	helio	MIC	SAMEA2623488_806804
SAMEA2623756_3130992_3	helio	MIC	SAMEA2623756_3130992
SAMEA2621221_520376_10	helio	MIC	SAMEA2621221_520376
SAMEA2621045_1018390_7	type_1	MIC	SAMEA2621045_1018390
SAMEA2623868_3656591_2	type_1	MIC	SAMEA2623868_3656591
SAMEA2621401_342230_2	type_1	MIC	SAMEA2621401_342230
SAMEA2621222_592378_3	type_1	MIC	SAMEA2621222_592378
SAMEA2623135_507008_10	Unclassified	MIC	SAMEA2623135_507008
SAMEA2620828_822717_11	helio	MIC	SAMEA2620828_822717
SAMEA2620980_1729517_59	type_1	MIC	SAMEA2620980_1729517
SAMEA2623116_259337_5	Unclassified	MIC	SAMEA2623116_259337
SAMEA2622219_871761_6	Unclassified	MIC	SAMEA2622219_871761
SAMEA2619531_1738509_8	type_1	MIC	SAMEA2619531_1738509
SAMEA2623919_2273661_4	type_1	MIC	SAMEA2623919_2273661
SAMEA2621839_1125493_21	type_1	MIC	SAMEA2621839_1125493
SAMEA2622695_1239205_8	type_1	MIC	SAMEA2622695_1239205
SAMEA2621203_3055712_1	type_1	MIC	SAMEA2621203_3055712
SAMEA2621076_546360_42	type_1	MIC	SAMEA2621076_546360
SAMEA2619766_2652_19	type_1	MIC	SAMEA2619766_2652
SAMEA2622376_2081363_10	helio	MIC	SAMEA2622376_2081363
SAMEA2619399_2504432_5	type_1	MIC	SAMEA2619399_2504432
SAMEA2622219_2257336_4	type_1	MIC	SAMEA2622219_2257336
SAMEA2621044_370477_7	helio	MIC	SAMEA2621044_370477
SAMEA2622690_975144_3	type_1	MIC	SAMEA2622690_975144
SAMEA2619840_1979888_69	type_1	MIC	SAMEA2619840_1979888
SAMEA2621045_90758_3	type_1	MIC	SAMEA2621045_90758
SAMEA2621132_2944045_9	type_1	MIC	SAMEA2621132_2944045
SAMEA2621812_1432132_3	type_1	MIC	SAMEA2621812_1432132
SAMEA2621859_1270631_2	type_1	MIC	SAMEA2621859_1270631
SAMEA2621779_592057_3	type_1	MIC	SAMEA2621779_592057
SAMEA2619399_978445_2	type_1	MIC	SAMEA2619399_978445
SAMEA2619548_1969749_2	type_1	MIC	SAMEA2619548_1969749
SAMEA2620979_483730_21	helio	MIC	SAMEA2620979_483730
SAMEA2621101_743782_2	type_1	MIC	SAMEA2621101_743782
SAMEA2622119_2686883_8	type_1	MIC	SAMEA2622119_2686883
SAMEA2620672_1088177_6	type_1	MIC	SAMEA2620672_1088177
SAMEA2619548_337353_3	helio	MIC	SAMEA2619548_337353
SAMEA2621132_2587687_6	helio	MIC	SAMEA2621132_2587687
SAMEA2623079_4240554_6	helio	MIC	SAMEA2623079_4240554
SAMEA2622316_1124079_11	helio	MIC	SAMEA2622316_1124079
SAMEA2619766_7030_8	type_1	MIC	SAMEA2619766_7030
SAMEA2619399_1523901_22	type_1	MIC	SAMEA2619399_1523901
SAMEA2621423_1245824_45	type_1	MIC	SAMEA2621423_1245824
SAMEA2623116_138347_1	Unclassified	MIC	SAMEA2623116_138347
SAMEA2621020_2500473_9	type_1	MIC	SAMEA2621020_2500473
SAMEA2622690_1780700_5	type_1	MIC	SAMEA2622690_1780700
SAMEA2623886_1975899_3	type_1	MIC	SAMEA2623886_1975899
SAMEA2622452_2134021_1	type_1	MIC	SAMEA2622452_2134021
SAMEA2591108_207953_13	type_1	MIC	SAMEA2591108_207953
SAMEA2619399_251488_4	helio	MIC	SAMEA2619399_251488
SAMEA2620979_744779_3	type_1	MIC	SAMEA2620979_744779
SAMEA2619399_251488_3	helio	MIC	SAMEA2619399_251488
SAMEA2619927_781061_2	type_1	MIC	SAMEA2619927_781061
SAMEA2620734_1657085_4	type_1	MIC	SAMEA2620734_1657085
SAMEA2623513_1203287_4	helio	MIC	SAMEA2623513_1203287
SAMEA2623734_1990164_2	helio	MIC	SAMEA2623734_1990164
SAMEA2622923_2366066_2	type_1	MIC	SAMEA2622923_2366066
SAMEA2619840_1488387_13	type_1	MIC	SAMEA2619840_1488387
SAMEA2621075_2553554_7	type_1	MIC	SAMEA2621075_2553554
SAMEA2623774_1725582_34	Unclassified	MIC	SAMEA2623774_1725582
SAMEA2623155_1674724_22	helio	MIC	SAMEA2623155_1674724
SAMEA2621859_2149275_5	type_1	MIC	SAMEA2621859_2149275
SAMEA2623734_455364_2	type_1	MIC	SAMEA2623734_455364
SAMEA2620979_1441835_5	helio	MIC	SAMEA2620979_1441835
SAMEA2623275_560677_3	type_1	MIC	SAMEA2623275_560677
SAMEA2622923_52265_18	type_1	MIC	SAMEA2622923_52265
SAMEA2621259_999759_3	type_1	MIC	SAMEA2621259_999759
SAMEA2622765_2234809_12	type_1	MIC	SAMEA2622765_2234809
SAMEA2622119_1314420_4	type_1	MIC	SAMEA2622119_1314420
SAMEA2623627_2069935_1	type_1	MIC	SAMEA2623627_2069935
SAMEA2621259_1462221_5	type_1	MIC	SAMEA2621259_1462221
SAMEA2619399_3021047_12	type_1	MIC	SAMEA2619399_3021047
SAMEA2621277_1821383_9	type_1	MIC	SAMEA2621277_1821383
SAMEA2623627_483156_19	type_1	MIC	SAMEA2623627_483156
SAMEA2622219_2193168_4	type_1	MIC	SAMEA2622219_2193168
SAMEA2620194_688941_8	type_1	MIC	SAMEA2620194_688941
SAMEA2621401_1395001_4	type_1	MIC	SAMEA2621401_1395001
SAMEA2621044_1260188_5	type_1	MIC	SAMEA2621044_1260188
SAMEA2621779_1328435_5	Unclassified	MIC	SAMEA2621779_1328435
SAMEA2619399_1889752_3	Unclassified	MIC	SAMEA2619399_1889752
SAMEA2623488_879141_4	type_1	MIC	SAMEA2623488_879141
SAMEA2623627_1822892_14	type_1	MIC	SAMEA2623627_1822892
SAMEA2619766_6104_2	type_1	MIC	SAMEA2619766_6104
SAMEA2622545_1100904_3	type_1	MIC	SAMEA2622545_1100904
SAMEA2620230_2049013_2	type_1	MIC	SAMEA2620230_2049013
SAMEA2620666_8116_4	type_1	MIC	SAMEA2620666_8116
SAMEA2591108_1517065_1	helio	MIC	SAMEA2591108_1517065
SAMEA2623079_4125639_4	type_1	MIC	SAMEA2623079_4125639
SAMEA2622796_1352623_4	type_1	MIC	SAMEA2622796_1352623
SAMEA2619548_2907062_10	type_1	MIC	SAMEA2619548_2907062
SAMEA2621020_809721_2	type_1	MIC	SAMEA2621020_809721
SAMEA2622452_1748170_7	type_1	MIC	SAMEA2622452_1748170
SAMEA2620979_195288_4	type_1	MIC	SAMEA2620979_195288
SAMEA2619907_1254734_10	type_1	MIC	SAMEA2619907_1254734
SAMEA2623059_717255_32	helio	MIC	SAMEA2623059_717255
SAMEA2622336_1351964_3	type_1	MIC	SAMEA2622336_1351964
SAMEA2621260_956261_16	type_1	MIC	SAMEA2621260_956261
SAMEA2622021_1607080_1	type_1	MIC	SAMEA2622021_1607080
SAMEA2622219_3114835_5	type_1	MIC	SAMEA2622219_3114835
SAMEA2591108_902452_2	type_1	MIC	SAMEA2591108_902452
SAMEA2623426_536471_4	helio	MIC	SAMEA2623426_536471
SAMEA2621221_1546042_6	helio	MIC	SAMEA2621221_1546042
SAMEA2622737_1246822_10	type_1	MIC	SAMEA2622737_1246822
SAMEA2620929_2240293_15	type_1	MIC	SAMEA2620929_2240293
SAMEA2622402_1408749_3	type_1	MIC	SAMEA2622402_1408749
SAMEA2621423_2037844_1	type_1	MIC	SAMEA2621423_2037844
SAMEA2620979_1214679_14	type_1	MIC	SAMEA2620979_1214679
SAMEA2623116_2636666_29	type_1	MIC	SAMEA2623116_2636666
SAMEA2621221_1991351_3	type_1	MIC	SAMEA2621221_1991351
SAMEA2620404_2008087_3	type_1	MIC	SAMEA2620404_2008087
SAMEA2621203_1962128_8	type_1	MIC	SAMEA2621203_1962128
SAMEA2619399_1929524_5	type_1	MIC	SAMEA2619399_1929524
SAMEA2619531_1795340_7	type_1	MIC	SAMEA2619531_1795340
SAMEA2621259_595405_2	type_1	MIC	SAMEA2621259_595405
SAMEA2620230_1978717_2	type_1	MIC	SAMEA2620230_1978717
SAMEA2620979_1330443_2	helio	MIC	SAMEA2620979_1330443
SAMEA2620339_2253622_12	Unclassified	MIC	SAMEA2620339_2253622
SAMEA2621536_1563311_2	helio	MIC	SAMEA2621536_1563311
SAMEA2623155_1223513_1	helio	MIC	SAMEA2623155_1223513
SAMEA2591122_268357_9	type_1	MIC	SAMEA2591122_268357
SAMEA2621839_1130732_21	helio	MIC	SAMEA2621839_1130732
SAMEA2620404_1869347_9	type_1	MIC	SAMEA2620404_1869347
SAMEA2620542_924147_8	type_1	MIC	SAMEA2620542_924147
SAMEA2619952_979746_6	Unclassified	MIC	SAMEA2619952_979746
SAMEA2591108_14133_8	type_1	MIC	SAMEA2591108_14133
SAMEA2620786_2343129_41	type_1	MIC	SAMEA2620786_2343129
SAMEA2619782_8692_6	type_1	MIC	SAMEA2619782_8692
SAMEA2619857_1508546_13	type_1	MIC	SAMEA2619857_1508546
SAMEA2623275_621771_1	type_1	MIC	SAMEA2623275_621771
SAMEA2619952_461955_3	helio	MIC	SAMEA2619952_461955
SAMEA2620217_2385835_25	type_1	MIC	SAMEA2620217_2385835
SAMEA2620979_1299316_24	type_1	MIC	SAMEA2620979_1299316
SAMEA2619678_815378_49	type_1	MIC	SAMEA2619678_815378
SAMEA2623275_1008867_4	type_1	MIC	SAMEA2623275_1008867
SAMEA2622402_3172137_3	helio	MIC	SAMEA2622402_3172137
SAMEA2621487_1684918_1	type_1	MIC	SAMEA2621487_1684918
SAMEA2620081_2093671_3	type_1	MIC	SAMEA2620081_2093671
SAMEA2623116_3132600_6	helio	MIC	SAMEA2623116_3132600
SAMEA2619802_3985_6	type_1	MIC	SAMEA2619802_3985
SAMEA2621259_970734_10	type_1	MIC	SAMEA2621259_970734
SAMEA2619818_3686_11	type_1	MIC	SAMEA2619818_3686
SAMEA2621203_2121054_8	type_1	MIC	SAMEA2621203_2121054
SAMEA2623627_1788823_11	type_1	MIC	SAMEA2623627_1788823
SAMEA2622715_1810506_3	type_1	MIC	SAMEA2622715_1810506
SAMEA2621203_1345481_9	type_1	MIC	SAMEA2621203_1345481
SAMEA2623116_3369095_22	type_1	MIC	SAMEA2623116_3369095
SAMEA2622657_1154659_4	type_1	MIC	SAMEA2622657_1154659
SAMEA2622402_1292204_3	type_1	MIC	SAMEA2622402_1292204
SAMEA2621423_1166660_1	type_1	MIC	SAMEA2621423_1166660
SAMEA2621020_2395776_26	type_1	MIC	SAMEA2621020_2395776
SAMEA2623868_2435291_1	type_1	MIC	SAMEA2623868_2435291
SAMEA2621839_920654_2	type_1	MIC	SAMEA2621839_920654
SAMEA2620979_1254307_2	type_1	MIC	SAMEA2620979_1254307
SAMEA2619376_8091_2	type_1	MIC	SAMEA2619376_8091
SAMEA2621859_1709031_2	type_1	MIC	SAMEA2621859_1709031
SAMEA2619376_968_12	type_1	MIC	SAMEA2619376_968
SAMEA2622923_812549_14	type_1	MIC	SAMEA2622923_812549
SAMEA2620890_1636958_4	Unclassified	MIC	SAMEA2620890_1636958
SAMEA2619952_99193_4	type_1	MIC	SAMEA2619952_99193
SAMEA2620979_1714800_2	type_1	MIC	SAMEA2620979_1714800
SAMEA2623116_2292621_14	type_1	MIC	SAMEA2623116_2292621
SAMEA2619907_1433952_2	type_1	MIC	SAMEA2619907_1433952
SAMEA2591084_1130515_9	type_1	MIC	SAMEA2591084_1130515
SAMEA2619399_3406468_12	type_1	MIC	SAMEA2619399_3406468
SAMEA2619399_926039_3	helio	MIC	SAMEA2619399_926039
SAMEA2621075_909356_4	type_1	MIC	SAMEA2621075_909356
SAMEA2621216_1008619_7	helio	MIC	SAMEA2621216_1008619
SAMEA2623079_3255696_4	type_1	MIC	SAMEA2623079_3255696
SAMEA2619667_28243_1	type_1	MIC	SAMEA2619667_28243
SAMEA2591108_1607884_15	type_1	MIC	SAMEA2591108_1607884
SAMEA2622336_1302664_4	type_1	MIC	SAMEA2622336_1302664
SAMEA2622837_2773651_11	type_1	MIC	SAMEA2622837_2773651
SAMEA2591122_1125353_5	type_1	MIC	SAMEA2591122_1125353
SAMEA2621076_1883953_1	type_1	MIC	SAMEA2621076_1883953
SAMEA2622074_718155_1	helio	MIC	SAMEA2622074_718155
SAMEA2623116_2932997_12	type_1	MIC	SAMEA2623116_2932997
SAMEA2619678_752514_75	type_1	MIC	SAMEA2619678_752514
SAMEA2621044_1635182_3	type_1	MIC	SAMEA2621044_1635182
SAMEA2623116_3639174_17	type_1	MIC	SAMEA2623116_3639174
SAMEA2622316_1640093_29	type_1	MIC	SAMEA2622316_1640093
SAMEA2591108_967123_5	type_1	MIC	SAMEA2591108_967123
SAMEA2620570_728543_3	type_1	MIC	SAMEA2620570_728543
SAMEA2621203_846438_1	helio	MIC	SAMEA2621203_846438
SAMEA2622219_3384338_5	type_1	MIC	SAMEA2622219_3384338
SAMEA2623488_2119868_5	type_1	MIC	SAMEA2623488_2119868
SAMEA2621221_793712_48	helio	MIC	SAMEA2621221_793712
SAMEA2623649_471313_5	helio	MIC	SAMEA2623649_471313
SAMEA2622219_143708_6	type_1	MIC	SAMEA2622219_143708
SAMEA2620000_818948_7	type_1	MIC	SAMEA2620000_818948
SAMEA2623116_459374_18	helio	MIC	SAMEA2623116_459374
SAMEA2621423_890552_4	type_1	MIC	SAMEA2621423_890552
SAMEA2619782_1925_18	helio	MIC	SAMEA2619782_1925
SAMEA2622710_1507532_4	type_1	MIC	SAMEA2622710_1507532
SAMEA2620672_2015096_3_split_1	helio	MIC	SAMEA2620672_2015096
SAMEA2622695_1683057_1	type_1	MIC	SAMEA2622695_1683057
SAMEA2620970_762805_2	type_1	MIC	SAMEA2620970_762805
SAMEA2591122_1900564_2	type_1	MIC	SAMEA2591122_1900564
SAMEA2619952_1701389_4	type_1	MIC	SAMEA2619952_1701389
SAMEA2620979_1153174_1	helio	MIC	SAMEA2620979_1153174
SAMEA2623756_2724639_2	type_1	MIC	SAMEA2623756_2724639
SAMEA2621812_472993_9	helio	MIC	SAMEA2621812_472993
SAMEA2620929_562007_5	type_1	MIC	SAMEA2620929_562007
SAMEA2623116_3298379_10	type_1	MIC	SAMEA2623116_3298379
SAMEA2623850_2346507_4	type_1	MIC	SAMEA2623850_2346507
SAMEA2621812_1025049_31	helio	MIC	SAMEA2621812_1025049
SAMEA2622097_192069_16	type_1	MIC	SAMEA2622097_192069
SAMEA2621037_600959_2	type_1	MIC	SAMEA2621037_600959
SAMEA2621812_640316_4	type_1	MIC	SAMEA2621812_640316
SAMEA2623919_222399_2	type_1	MIC	SAMEA2623919_222399
SAMEA2621216_2687082_65	Unclassified	MIC	SAMEA2621216_2687082
SAMEA2622074_1287994_5	type_1	MIC	SAMEA2622074_1287994
SAMEA2620404_738237_4	type_1	MIC	SAMEA2620404_738237
SAMEA2620542_1573674_16	type_1	MIC	SAMEA2620542_1573674
SAMEA2623627_2773466_8	type_1	MIC	SAMEA2623627_2773466
SAMEA2619667_18279_8	type_1	MIC	SAMEA2619667_18279
SAMEA2619840_1030260_6	type_1	MIC	SAMEA2619840_1030260
SAMEA2619766_1029_15	helio	MIC	SAMEA2619766_1029
SAMEA2621509_679465_12	helio	MIC	SAMEA2621509_679465
SAMEA2623079_4321990_10	type_1	MIC	SAMEA2623079_4321990
SAMEA2621260_1195539_40	helio	MIC	SAMEA2621260_1195539
SAMEA2623627_2510910_3	type_1	MIC	SAMEA2623627_2510910
SAMEA2620021_1355569_1	type_1	MIC	SAMEA2620021_1355569
SAMEA2623059_2166426_14	Unclassified	MIC	SAMEA2623059_2166426
SAMEA2622690_2297229_7	type_1	MIC	SAMEA2622690_2297229
SAMEA2619548_200329_9	type_1	MIC	SAMEA2619548_200329
SAMEA2619927_452494_20	type_1	MIC	SAMEA2619927_452494
SAMEA2622822_262279_10	type_1	MIC	SAMEA2622822_262279
SAMEA2620570_904377_16	type_1	MIC	SAMEA2620570_904377
SAMEA2621839_1283139_9	type_1	MIC	SAMEA2621839_1283139
SAMEA2620979_21821_8	type_1	MIC	SAMEA2620979_21821
SAMEA2591098_109619_5	type_1	MIC	SAMEA2591098_109619
SAMEA2619840_332498_4	type_1	MIC	SAMEA2619840_332498
SAMEA2619927_68355_3	type_1	MIC	SAMEA2619927_68355
SAMEA2591108_1431962_5	type_1	MIC	SAMEA2591108_1431962
SAMEA2621037_207296_12	helio	MIC	SAMEA2621037_207296
SAMEA2619548_1380473_6	helio	MIC	SAMEA2619548_1380473
SAMEA2622097_1050793_6	type_1	MIC	SAMEA2622097_1050793
SAMEA2620666_2911_22	type_1	MIC	SAMEA2620666_2911
SAMEA2621203_2353750_4	type_1	MIC	SAMEA2621203_2353750
SAMEA2622219_2210861_2	type_1	MIC	SAMEA2622219_2210861
SAMEA2591108_1504030_5	type_1	MIC	SAMEA2591108_1504030
SAMEA2621259_563308_48	type_1	MIC	SAMEA2621259_563308
SAMEA2622173_2343852_12	type_1	MIC	SAMEA2622173_2343852
SAMEA2623463_489922_7	type_1	MIC	SAMEA2623463_489922
SAMEA2621037_653533_3	type_1	MIC	SAMEA2621037_653533
SAMEA2620828_1625583_1	type_1	MIC	SAMEA2620828_1625583
SAMEA2623135_2189284_2	type_1	MIC	SAMEA2623135_2189284
SAMEA2619531_1917517_3	type_1	MIC	SAMEA2619531_1917517
SAMEA2622695_2056724_7	type_1	MIC	SAMEA2622695_2056724
SAMEA2623826_2535505_7	type_1	MIC	SAMEA2623826_2535505
SAMEA2619376_2425_2	type_1	MIC	SAMEA2619376_2425
SAMEA2619376_8480_1	type_1	MIC	SAMEA2619376_8480
SAMEA2620542_2142610_9	type_1	MIC	SAMEA2620542_2142610
SAMEA2622316_2756311_2	type_1	MIC	SAMEA2622316_2756311
SAMEA2620672_1028445_3	Unclassified	MIC	SAMEA2620672_1028445
SAMEA2619782_20629_6	type_1	MIC	SAMEA2619782_20629
SAMEA2622097_1111965_6	Unclassified	MIC	SAMEA2622097_1111965
SAMEA2619879_770754_10	helio	MIC	SAMEA2619879_770754
SAMEA2621536_1468556_3	helio	MIC	SAMEA2621536_1468556
SAMEA2622823_114408_6	type_1	MIC	SAMEA2622823_114408
SAMEA2621423_1298305_2	type_1	MIC	SAMEA2621423_1298305
SAMEA2623850_3184622_3	type_1	MIC	SAMEA2623850_3184622
SAMEA2623886_520156_11	helio	MIC	SAMEA2623886_520156
SAMEA2623116_1329443_9	type_1	MIC	SAMEA2623116_1329443
SAMEA2622316_640431_11	type_1	MIC	SAMEA2622316_640431
SAMEA2621075_480974_3	type_1	MIC	SAMEA2621075_480974
SAMEA2591108_599275_5	type_1	MIC	SAMEA2591108_599275
SAMEA2619531_1038908_20	type_1	MIC	SAMEA2619531_1038908
SAMEA2622316_2302738_6	helio	MIC	SAMEA2622316_2302738
SAMEA2621075_226992_6	type_1	MIC	SAMEA2621075_226992
SAMEA2591108_590191_1	helio	MIC	SAMEA2591108_590191
SAMEA2621260_813344_4	type_1	MIC	SAMEA2621260_813344
SAMEA2621536_1277859_13	helio	MIC	SAMEA2621536_1277859
SAMEA2621221_410743_6	helio	MIC	SAMEA2621221_410743
SAMEA2619399_3065632_3	type_1	MIC	SAMEA2619399_3065632
SAMEA2623350_1460445_15	helio	MIC	SAMEA2623350_1460445
SAMEA2621812_256335_35	Unclassified	MIC	SAMEA2621812_256335
SAMEA2621536_1831535_7	type_1	MIC	SAMEA2621536_1831535
SAMEA2621812_161370_17	type_1	MIC	SAMEA2621812_161370
SAMEA2620339_214956_21	helio	MIC	SAMEA2620339_214956
SAMEA2619840_1232665_5	type_1	MIC	SAMEA2619840_1232665
SAMEA2620828_3030764_8	helio	MIC	SAMEA2620828_3030764
SAMEA2622738_1361998_19	type_1	MIC	SAMEA2622738_1361998
SAMEA2621990_1836470_4	helio	MIC	SAMEA2621990_1836470
SAMEA2620979_354725_11	helio	MIC	SAMEA2620979_354725
SAMEA2620666_2012_1	helio	MIC	SAMEA2620666_2012
SAMEA2623135_2965560_12	type_1	MIC	SAMEA2623135_2965560
SAMEA2623135_153623_1	helio	MIC	SAMEA2623135_153623
SAMEA2591122_2250840_26	type_1	MIC	SAMEA2591122_2250840
SAMEA2620980_1802193_30	type_1	MIC	SAMEA2620980_1802193
SAMEA2621066_1483717_1	type_1	MIC	SAMEA2621066_1483717
SAMEA2622219_20311_5	Unclassified	MIC	SAMEA2622219_20311
SAMEA2622690_2151581_64	type_1	MIC	SAMEA2622690_2151581
SAMEA2622822_409924_2	type_1	MIC	SAMEA2622822_409924
SAMEA2622710_2303590_7	helio	MIC	SAMEA2622710_2303590
SAMEA2621839_2157259_1	type_1	MIC	SAMEA2621839_2157259
SAMEA2623135_1634600_20	helio	MIC	SAMEA2623135_1634600
SAMEA2622710_620822_20	helio	MIC	SAMEA2622710_620822
SAMEA2621277_154909_4	helio	MIC	SAMEA2621277_154909
SAMEA2591122_1875186_4	type_1	MIC	SAMEA2591122_1875186
SAMEA2621487_1577529_11	helio	MIC	SAMEA2621487_1577529
SAMEA2622545_1493156_6	helio	MIC	SAMEA2622545_1493156
SAMEA2620979_982883_5	type_1	MIC	SAMEA2620979_982883
SAMEA2620570_1451421_10	type_1	MIC	SAMEA2620570_1451421
SAMEA2591108_1406806_13	type_1	MIC	SAMEA2591108_1406806
SAMEA2622219_626932_6	helio	MIC	SAMEA2622219_626932
SAMEA2622822_286783_3	type_1	MIC	SAMEA2622822_286783
SAMEA2621259_422702_6	type_1	MIC	SAMEA2621259_422702
SAMEA2620979_1506124_9	type_1	MIC	SAMEA2620979_1506124
SAMEA2621020_1802545_8	type_1	MIC	SAMEA2621020_1802545
SAMEA2622219_1913081_10	type_1	MIC	SAMEA2622219_1913081
SAMEA2622695_257008_3	type_1	MIC	SAMEA2622695_257008
SAMEA2620929_1060735_5	helio	MIC	SAMEA2620929_1060735
SAMEA2619766_3681_2	type_1	MIC	SAMEA2619766_3681
SAMEA2621203_2923126_2	type_1	MIC	SAMEA2621203_2923126
SAMEA2623098_3712549_1	helio	MIC	SAMEA2623098_3712549
SAMEA2621277_124357_1	type_1	MIC	SAMEA2621277_124357
SAMEA2621066_800421_5	helio	MIC	SAMEA2621066_800421
SAMEA2623868_3012728_1	type_1	MIC	SAMEA2623868_3012728
SAMEA2622766_1551606_7	type_1	MIC	SAMEA2622766_1551606
SAMEA2623426_661152_2	type_1	MIC	SAMEA2623426_661152
SAMEA2619399_613351_12	helio	MIC	SAMEA2619399_613351
SAMEA2620980_803529_3	type_1	MIC	SAMEA2620980_803529
SAMEA2591057_1203658_3	type_1	MIC	SAMEA2591057_1203658
SAMEA2622173_1414316_2	type_1	MIC	SAMEA2622173_1414316
SAMEA2623135_2689174_3	type_1	MIC	SAMEA2623135_2689174
SAMEA2619667_19289_5	helio	MIC	SAMEA2619667_19289
SAMEA2621401_823903_2	type_1	MIC	SAMEA2621401_823903
SAMEA2622097_1058876_8	type_1	MIC	SAMEA2622097_1058876
SAMEA2621487_408321_6	type_1	MIC	SAMEA2621487_408321
SAMEA2621037_1374475_3	type_1	MIC	SAMEA2621037_1374475
SAMEA2622219_1309196_5	type_1	MIC	SAMEA2622219_1309196
SAMEA2591108_404444_14	type_1	MIC	SAMEA2591108_404444
SAMEA2623079_2977145_23	type_1	MIC	SAMEA2623079_2977145
SAMEA2621221_1783646_1_1	type_1	MIC	SAMEA2621221_1783646
SAMEA2622119_2070287_20	type_1	MIC	SAMEA2622119_2070287
SAMEA2623850_1349222_1	type_1	MIC	SAMEA2623850_1349222
SAMEA2620230_1019488_7	type_1	MIC	SAMEA2620230_1019488
SAMEA2621487_2320643_10	type_1	MIC	SAMEA2621487_2320643
SAMEA2621155_1668496_8	type_1	MIC	SAMEA2621155_1668496
SAMEA2623116_1946981_10	type_1	MIC	SAMEA2623116_1946981
SAMEA2623463_1298014_5	type_1	MIC	SAMEA2623463_1298014
SAMEA2620404_2043199_2	type_1	MIC	SAMEA2620404_2043199
SAMEA2620194_864286_4	type_1	MIC	SAMEA2620194_864286
SAMEA2622452_1302608_8	type_1	MIC	SAMEA2622452_1302608
SAMEA2620756_1063763_7	type_1	MIC	SAMEA2620756_1063763
SAMEA2622119_1961938_5	type_1	MIC	SAMEA2622119_1961938
SAMEA2622119_1080137_3	helio	MIC	SAMEA2622119_1080137
SAMEA2623446_593122_14	type_1	MIC	SAMEA2623446_593122
SAMEA2591098_328116_2	type_1	MIC	SAMEA2591098_328116
SAMEA2623350_2610744_1	type_1	MIC	SAMEA2623350_2610744
SAMEA2620756_674915_11	type_1	MIC	SAMEA2620756_674915
SAMEA2619376_23633_1	type_1	MIC	SAMEA2619376_23633
SAMEA2621221_1058152_1	type_1	MIC	SAMEA2621221_1058152
SAMEA2622545_2047045_9	type_1	MIC	SAMEA2622545_2047045
SAMEA2619766_20287_6	type_1	MIC	SAMEA2619766_20287
SAMEA2623627_2506955_5	type_1	MIC	SAMEA2623627_2506955
SAMEA2622796_1014050_8	type_1	MIC	SAMEA2622796_1014050
SAMEA2620979_1481628_40	helio	MIC	SAMEA2620979_1481628
SAMEA2622695_1563479_5	type_1	MIC	SAMEA2622695_1563479
SAMEA2623116_2140131_11	type_1	MIC	SAMEA2623116_2140131
SAMEA2622733_715709_4	type_1	MIC	SAMEA2622733_715709
SAMEA2623116_304172_4	type_1	MIC	SAMEA2623116_304172
